department,student_number,name,age
department_12539,student_number_12539,name_12539,59
department_12540,student_number_12540,name_12540,60
department_12541,student_number_12541,name_12541,61
department_12542,student_number_12542,name_12542,62
department_12543,student_number_12543,name_12543,63
department_12544,student_number_12544,name_12544,64
department_12545,student_number_12545,name_12545,65
department_12546,student_number_12546,name_12546,66
department_12547,student_number_12547,name_12547,67
department_12548,student_number_12548,name_12548,68
department_12549,student_number_12549,name_12549,69
department_12550,student_number_12550,name_12550,20
department_12551,student_number_12551,name_12551,21
department_12552,student_number_12552,name_12552,22
department_12553,student_number_12553,name_12553,23
department_12554,student_number_12554,name_12554,24
department_12555,student_number_12555,name_12555,25
department_12556,student_number_12556,name_12556,26
department_12557,student_number_12557,name_12557,27
department_12558,student_number_12558,name_12558,28
department_12559,student_number_12559,name_12559,29
department_12560,student_number_12560,name_12560,30
department_12561,student_number_12561,name_12561,31
department_12562,student_number_12562,name_12562,32
department_12563,student_number_12563,name_12563,33
department_12564,student_number_12564,name_12564,34
department_12565,student_number_12565,name_12565,35
department_12566,student_number_12566,name_12566,36
department_12567,student_number_12567,name_12567,37
department_12568,student_number_12568,name_12568,38
department_12569,student_number_12569,name_12569,39
department_12570,student_number_12570,name_12570,40
department_12571,student_number_12571,name_12571,41
department_12572,student_number_12572,name_12572,42
department_12573,student_number_12573,name_12573,43
department_12574,student_number_12574,name_12574,44
department_12575,student_number_12575,name_12575,45
department_12576,student_number_12576,name_12576,46
department_12577,student_number_12577,name_12577,47
department_12578,student_number_12578,name_12578,48
department_12579,student_number_12579,name_12579,49
department_12580,student_number_12580,name_12580,50
department_12581,student_number_12581,name_12581,51
department_12582,student_number_12582,name_12582,52
department_12583,student_number_12583,name_12583,53
department_12584,student_number_12584,name_12584,54
department_12585,student_number_12585,name_12585,55
department_12586,student_number_12586,name_12586,56
department_12587,student_number_12587,name_12587,57
department_12588,student_number_12588,name_12588,58
department_12589,student_number_12589,name_12589,59
department_12590,student_number_12590,name_12590,60
department_12591,student_number_12591,name_12591,61
department_12592,student_number_12592,name_12592,62
department_12593,student_number_12593,name_12593,63
department_12594,student_number_12594,name_12594,64
department_12595,student_number_12595,name_12595,65
department_12596,student_number_12596,name_12596,66
department_12597,student_number_12597,name_12597,67
department_12598,student_number_12598,name_12598,68
department_12599,student_number_12599,name_12599,69
department_12600,student_number_12600,name_12600,20
department_12601,student_number_12601,name_12601,21
department_12602,student_number_12602,name_12602,22
department_12603,student_number_12603,name_12603,23
department_12604,student_number_12604,name_12604,24
department_12605,student_number_12605,name_12605,25
department_12606,student_number_12606,name_12606,26
department_12607,student_number_12607,name_12607,27
department_12608,student_number_12608,name_12608,28
department_12609,student_number_12609,name_12609,29
department_12610,student_number_12610,name_12610,30
department_12611,student_number_12611,name_12611,31
department_12612,student_number_12612,name_12612,32
department_12613,student_number_12613,name_12613,33
department_12614,student_number_12614,name_12614,34
department_12615,student_number_12615,name_12615,35
department_12616,student_number_12616,name_12616,36
department_12617,student_number_12617,name_12617,37
department_12618,student_number_12618,name_12618,38
department_12619,student_number_12619,name_12619,39
department_12620,student_number_12620,name_12620,40
department_12621,student_number_12621,name_12621,41
department_12622,student_number_12622,name_12622,42
department_12623,student_number_12623,name_12623,43
department_12624,student_number_12624,name_12624,44
department_12625,student_number_12625,name_12625,45
department_12626,student_number_12626,name_12626,46
department_12627,student_number_12627,name_12627,47
department_12628,student_number_12628,name_12628,48
department_12629,student_number_12629,name_12629,49
department_12630,student_number_12630,name_12630,50
department_12631,student_number_12631,name_12631,51
department_12632,student_number_12632,name_12632,52
department_12633,student_number_12633,name_12633,53
department_12634,student_number_12634,name_12634,54
department_12635,student_number_12635,name_12635,55
department_12636,student_number_12636,name_12636,56
department_12637,student_number_12637,name_12637,57
department_12638,student_number_12638,name_12638,58
department_12639,student_number_12639,name_12639,59
department_12640,student_number_12640,name_12640,60
department_12641,student_number_12641,name_12641,61
department_12642,student_number_12642,name_12642,62
department_12643,student_number_12643,name_12643,63
department_12644,student_number_12644,name_12644,64
department_12645,student_number_12645,name_12645,65
department_12646,student_number_12646,name_12646,66
department_12647,student_number_12647,name_12647,67
department_12648,student_number_12648,name_12648,68
department_12649,student_number_12649,name_12649,69
department_12650,student_number_12650,name_12650,20
department_12651,student_number_12651,name_12651,21
department_12652,student_number_12652,name_12652,22
department_12653,student_number_12653,name_12653,23
department_12654,student_number_12654,name_12654,24
department_12655,student_number_12655,name_12655,25
department_12656,student_number_12656,name_12656,26
department_12657,student_number_12657,name_12657,27
department_12658,student_number_12658,name_12658,28
department_12659,student_number_12659,name_12659,29
department_12660,student_number_12660,name_12660,30
department_12661,student_number_12661,name_12661,31
department_12662,student_number_12662,name_12662,32
department_12663,student_number_12663,name_12663,33
department_12664,student_number_12664,name_12664,34
department_12665,student_number_12665,name_12665,35
department_12666,student_number_12666,name_12666,36
department_12667,student_number_12667,name_12667,37
department_12668,student_number_12668,name_12668,38
department_12669,student_number_12669,name_12669,39
department_12670,student_number_12670,name_12670,40
department_12671,student_number_12671,name_12671,41
department_12672,student_number_12672,name_12672,42
department_12673,student_number_12673,name_12673,43
department_12674,student_number_12674,name_12674,44
department_12675,student_number_12675,name_12675,45
department_12676,student_number_12676,name_12676,46
department_12677,student_number_12677,name_12677,47
department_12678,student_number_12678,name_12678,48
department_12679,student_number_12679,name_12679,49
department_12680,student_number_12680,name_12680,50
department_12681,student_number_12681,name_12681,51
department_12682,student_number_12682,name_12682,52
department_12683,student_number_12683,name_12683,53
department_12684,student_number_12684,name_12684,54
department_12685,student_number_12685,name_12685,55
department_12686,student_number_12686,name_12686,56
department_12687,student_number_12687,name_12687,57
department_12688,student_number_12688,name_12688,58
department_12689,student_number_12689,name_12689,59
department_12690,student_number_12690,name_12690,60
department_12691,student_number_12691,name_12691,61
department_12692,student_number_12692,name_12692,62
department_12693,student_number_12693,name_12693,63
department_12694,student_number_12694,name_12694,64
department_12695,student_number_12695,name_12695,65
department_12696,student_number_12696,name_12696,66
department_12697,student_number_12697,name_12697,67
department_12698,student_number_12698,name_12698,68
department_12699,student_number_12699,name_12699,69
department_12700,student_number_12700,name_12700,20
department_12701,student_number_12701,name_12701,21
department_12702,student_number_12702,name_12702,22
department_12703,student_number_12703,name_12703,23
department_12704,student_number_12704,name_12704,24
department_12705,student_number_12705,name_12705,25
department_12706,student_number_12706,name_12706,26
department_12707,student_number_12707,name_12707,27
department_12708,student_number_12708,name_12708,28
department_12709,student_number_12709,name_12709,29
department_12710,student_number_12710,name_12710,30
department_12711,student_number_12711,name_12711,31
department_12712,student_number_12712,name_12712,32
department_12713,student_number_12713,name_12713,33
department_12714,student_number_12714,name_12714,34
department_12715,student_number_12715,name_12715,35
department_12716,student_number_12716,name_12716,36
department_12717,student_number_12717,name_12717,37
department_12718,student_number_12718,name_12718,38
department_12719,student_number_12719,name_12719,39
department_12720,student_number_12720,name_12720,40
department_12721,student_number_12721,name_12721,41
department_12722,student_number_12722,name_12722,42
department_12723,student_number_12723,name_12723,43
department_12724,student_number_12724,name_12724,44
department_12725,student_number_12725,name_12725,45
department_12726,student_number_12726,name_12726,46
department_12727,student_number_12727,name_12727,47
department_12728,student_number_12728,name_12728,48
department_12729,student_number_12729,name_12729,49
department_12730,student_number_12730,name_12730,50
department_12731,student_number_12731,name_12731,51
department_12732,student_number_12732,name_12732,52
department_12733,student_number_12733,name_12733,53
department_12734,student_number_12734,name_12734,54
department_12735,student_number_12735,name_12735,55
department_12736,student_number_12736,name_12736,56
department_12737,student_number_12737,name_12737,57
department_12738,student_number_12738,name_12738,58
department_12739,student_number_12739,name_12739,59
department_12740,student_number_12740,name_12740,60
department_12741,student_number_12741,name_12741,61
department_12742,student_number_12742,name_12742,62
department_12743,student_number_12743,name_12743,63
department_12744,student_number_12744,name_12744,64
department_12745,student_number_12745,name_12745,65
department_12746,student_number_12746,name_12746,66
department_12747,student_number_12747,name_12747,67
department_12748,student_number_12748,name_12748,68
department_12749,student_number_12749,name_12749,69
department_12750,student_number_12750,name_12750,20
department_12751,student_number_12751,name_12751,21
department_12752,student_number_12752,name_12752,22
department_12753,student_number_12753,name_12753,23
department_12754,student_number_12754,name_12754,24
department_12755,student_number_12755,name_12755,25
department_12756,student_number_12756,name_12756,26
department_12757,student_number_12757,name_12757,27
department_12758,student_number_12758,name_12758,28
department_12759,student_number_12759,name_12759,29
department_12760,student_number_12760,name_12760,30
department_12761,student_number_12761,name_12761,31
department_12762,student_number_12762,name_12762,32
department_12763,student_number_12763,name_12763,33
department_12764,student_number_12764,name_12764,34
department_12765,student_number_12765,name_12765,35
department_12766,student_number_12766,name_12766,36
department_12767,student_number_12767,name_12767,37
department_12768,student_number_12768,name_12768,38
department_12769,student_number_12769,name_12769,39
department_12770,student_number_12770,name_12770,40
department_12771,student_number_12771,name_12771,41
department_12772,student_number_12772,name_12772,42
department_12773,student_number_12773,name_12773,43
department_12774,student_number_12774,name_12774,44
department_12775,student_number_12775,name_12775,45
department_12776,student_number_12776,name_12776,46
department_12777,student_number_12777,name_12777,47
department_12778,student_number_12778,name_12778,48
department_12779,student_number_12779,name_12779,49
department_12780,student_number_12780,name_12780,50
department_12781,student_number_12781,name_12781,51
department_12782,student_number_12782,name_12782,52
department_12783,student_number_12783,name_12783,53
department_12784,student_number_12784,name_12784,54
department_12785,student_number_12785,name_12785,55
department_12786,student_number_12786,name_12786,56
department_12787,student_number_12787,name_12787,57
department_12788,student_number_12788,name_12788,58
department_12789,student_number_12789,name_12789,59
department_12790,student_number_12790,name_12790,60
department_12791,student_number_12791,name_12791,61
department_12792,student_number_12792,name_12792,62
department_12793,student_number_12793,name_12793,63
department_12794,student_number_12794,name_12794,64
department_12795,student_number_12795,name_12795,65
department_12796,student_number_12796,name_12796,66
department_12797,student_number_12797,name_12797,67
department_12798,student_number_12798,name_12798,68
department_12799,student_number_12799,name_12799,69
department_12800,student_number_12800,name_12800,20
department_12801,student_number_12801,name_12801,21
department_12802,student_number_12802,name_12802,22
department_12803,student_number_12803,name_12803,23
department_12804,student_number_12804,name_12804,24
department_12805,student_number_12805,name_12805,25
department_12806,student_number_12806,name_12806,26
department_12807,student_number_12807,name_12807,27
department_12808,student_number_12808,name_12808,28
department_12809,student_number_12809,name_12809,29
department_12810,student_number_12810,name_12810,30
department_12811,student_number_12811,name_12811,31
department_12812,student_number_12812,name_12812,32
department_12813,student_number_12813,name_12813,33
department_12814,student_number_12814,name_12814,34
department_12815,student_number_12815,name_12815,35
department_12816,student_number_12816,name_12816,36
department_12817,student_number_12817,name_12817,37
department_12818,student_number_12818,name_12818,38
department_12819,student_number_12819,name_12819,39
department_12820,student_number_12820,name_12820,40
department_12821,student_number_12821,name_12821,41
department_12822,student_number_12822,name_12822,42
department_12823,student_number_12823,name_12823,43
department_12824,student_number_12824,name_12824,44
department_12825,student_number_12825,name_12825,45
department_12826,student_number_12826,name_12826,46
department_12827,student_number_12827,name_12827,47
department_12828,student_number_12828,name_12828,48
department_12829,student_number_12829,name_12829,49
department_12830,student_number_12830,name_12830,50
department_12831,student_number_12831,name_12831,51
department_12832,student_number_12832,name_12832,52
department_12833,student_number_12833,name_12833,53
department_12834,student_number_12834,name_12834,54
department_12835,student_number_12835,name_12835,55
department_12836,student_number_12836,name_12836,56
department_12837,student_number_12837,name_12837,57
department_12838,student_number_12838,name_12838,58
department_12839,student_number_12839,name_12839,59
department_12840,student_number_12840,name_12840,60
department_12841,student_number_12841,name_12841,61
department_12842,student_number_12842,name_12842,62
department_12843,student_number_12843,name_12843,63
department_12844,student_number_12844,name_12844,64
department_12845,student_number_12845,name_12845,65
department_12846,student_number_12846,name_12846,66
department_12847,student_number_12847,name_12847,67
department_12848,student_number_12848,name_12848,68
department_12849,student_number_12849,name_12849,69
department_12850,student_number_12850,name_12850,20
department_12851,student_number_12851,name_12851,21
department_12852,student_number_12852,name_12852,22
department_12853,student_number_12853,name_12853,23
department_12854,student_number_12854,name_12854,24
department_12855,student_number_12855,name_12855,25
department_12856,student_number_12856,name_12856,26
department_12857,student_number_12857,name_12857,27
department_12858,student_number_12858,name_12858,28
department_12859,student_number_12859,name_12859,29
department_12860,student_number_12860,name_12860,30
department_12861,student_number_12861,name_12861,31
department_12862,student_number_12862,name_12862,32
department_12863,student_number_12863,name_12863,33
department_12864,student_number_12864,name_12864,34
department_12865,student_number_12865,name_12865,35
department_12866,student_number_12866,name_12866,36
department_12867,student_number_12867,name_12867,37
department_12868,student_number_12868,name_12868,38
department_12869,student_number_12869,name_12869,39
department_12870,student_number_12870,name_12870,40
department_12871,student_number_12871,name_12871,41
department_12872,student_number_12872,name_12872,42
department_12873,student_number_12873,name_12873,43
department_12874,student_number_12874,name_12874,44
department_12875,student_number_12875,name_12875,45
department_12876,student_number_12876,name_12876,46
department_12877,student_number_12877,name_12877,47
department_12878,student_number_12878,name_12878,48
department_12879,student_number_12879,name_12879,49
department_12880,student_number_12880,name_12880,50
department_12881,student_number_12881,name_12881,51
department_12882,student_number_12882,name_12882,52
department_12883,student_number_12883,name_12883,53
department_12884,student_number_12884,name_12884,54
department_12885,student_number_12885,name_12885,55
department_12886,student_number_12886,name_12886,56
department_12887,student_number_12887,name_12887,57
department_12888,student_number_12888,name_12888,58
department_12889,student_number_12889,name_12889,59
department_12890,student_number_12890,name_12890,60
department_12891,student_number_12891,name_12891,61
department_12892,student_number_12892,name_12892,62
department_12893,student_number_12893,name_12893,63
department_12894,student_number_12894,name_12894,64
department_12895,student_number_12895,name_12895,65
department_12896,student_number_12896,name_12896,66
department_12897,student_number_12897,name_12897,67
department_12898,student_number_12898,name_12898,68
department_12899,student_number_12899,name_12899,69
department_12900,student_number_12900,name_12900,20
department_12901,student_number_12901,name_12901,21
department_12902,student_number_12902,name_12902,22
department_12903,student_number_12903,name_12903,23
department_12904,student_number_12904,name_12904,24
department_12905,student_number_12905,name_12905,25
department_12906,student_number_12906,name_12906,26
department_12907,student_number_12907,name_12907,27
department_12908,student_number_12908,name_12908,28
department_12909,student_number_12909,name_12909,29
department_12910,student_number_12910,name_12910,30
department_12911,student_number_12911,name_12911,31
department_12912,student_number_12912,name_12912,32
department_12913,student_number_12913,name_12913,33
department_12914,student_number_12914,name_12914,34
department_12915,student_number_12915,name_12915,35
department_12916,student_number_12916,name_12916,36
department_12917,student_number_12917,name_12917,37
department_12918,student_number_12918,name_12918,38
department_12919,student_number_12919,name_12919,39
department_12920,student_number_12920,name_12920,40
department_12921,student_number_12921,name_12921,41
department_12922,student_number_12922,name_12922,42
department_12923,student_number_12923,name_12923,43
department_12924,student_number_12924,name_12924,44
department_12925,student_number_12925,name_12925,45
department_12926,student_number_12926,name_12926,46
department_12927,student_number_12927,name_12927,47
department_12928,student_number_12928,name_12928,48
department_12929,student_number_12929,name_12929,49
department_12930,student_number_12930,name_12930,50
department_12931,student_number_12931,name_12931,51
department_12932,student_number_12932,name_12932,52
department_12933,student_number_12933,name_12933,53
department_12934,student_number_12934,name_12934,54
department_12935,student_number_12935,name_12935,55
department_12936,student_number_12936,name_12936,56
department_12937,student_number_12937,name_12937,57
department_12938,student_number_12938,name_12938,58
department_12939,student_number_12939,name_12939,59
department_12940,student_number_12940,name_12940,60
department_12941,student_number_12941,name_12941,61
department_12942,student_number_12942,name_12942,62
department_12943,student_number_12943,name_12943,63
department_12944,student_number_12944,name_12944,64
department_12945,student_number_12945,name_12945,65
department_12946,student_number_12946,name_12946,66
department_12947,student_number_12947,name_12947,67
department_12948,student_number_12948,name_12948,68
department_12949,student_number_12949,name_12949,69
department_12950,student_number_12950,name_12950,20
department_12951,student_number_12951,name_12951,21
department_12952,student_number_12952,name_12952,22
department_12953,student_number_12953,name_12953,23
department_12954,student_number_12954,name_12954,24
department_12955,student_number_12955,name_12955,25
department_12956,student_number_12956,name_12956,26
department_12957,student_number_12957,name_12957,27
department_12958,student_number_12958,name_12958,28
department_12959,student_number_12959,name_12959,29
department_12960,student_number_12960,name_12960,30
department_12961,student_number_12961,name_12961,31
department_12962,student_number_12962,name_12962,32
department_12963,student_number_12963,name_12963,33
department_12964,student_number_12964,name_12964,34
department_12965,student_number_12965,name_12965,35
department_12966,student_number_12966,name_12966,36
department_12967,student_number_12967,name_12967,37
department_12968,student_number_12968,name_12968,38
department_12969,student_number_12969,name_12969,39
department_12970,student_number_12970,name_12970,40
department_12971,student_number_12971,name_12971,41
department_12972,student_number_12972,name_12972,42
department_12973,student_number_12973,name_12973,43
department_12974,student_number_12974,name_12974,44
department_12975,student_number_12975,name_12975,45
department_12976,student_number_12976,name_12976,46
department_12977,student_number_12977,name_12977,47
department_12978,student_number_12978,name_12978,48
department_12979,student_number_12979,name_12979,49
department_12980,student_number_12980,name_12980,50
department_12981,student_number_12981,name_12981,51
department_12982,student_number_12982,name_12982,52
department_12983,student_number_12983,name_12983,53
department_12984,student_number_12984,name_12984,54
department_12985,student_number_12985,name_12985,55
department_12986,student_number_12986,name_12986,56
department_12987,student_number_12987,name_12987,57
department_12988,student_number_12988,name_12988,58
department_12989,student_number_12989,name_12989,59
department_12990,student_number_12990,name_12990,60
department_12991,student_number_12991,name_12991,61
department_12992,student_number_12992,name_12992,62
department_12993,student_number_12993,name_12993,63
department_12994,student_number_12994,name_12994,64
department_12995,student_number_12995,name_12995,65
department_12996,student_number_12996,name_12996,66
department_12997,student_number_12997,name_12997,67
department_12998,student_number_12998,name_12998,68
department_12999,student_number_12999,name_12999,69
department_13000,student_number_13000,name_13000,20
department_13001,student_number_13001,name_13001,21
department_13002,student_number_13002,name_13002,22
department_13003,student_number_13003,name_13003,23
department_13004,student_number_13004,name_13004,24
department_13005,student_number_13005,name_13005,25
department_13006,student_number_13006,name_13006,26
department_13007,student_number_13007,name_13007,27
department_13008,student_number_13008,name_13008,28
department_13009,student_number_13009,name_13009,29
department_13010,student_number_13010,name_13010,30
department_13011,student_number_13011,name_13011,31
department_13012,student_number_13012,name_13012,32
department_13013,student_number_13013,name_13013,33
department_13014,student_number_13014,name_13014,34
department_13015,student_number_13015,name_13015,35
department_13016,student_number_13016,name_13016,36
department_13017,student_number_13017,name_13017,37
department_13018,student_number_13018,name_13018,38
department_13019,student_number_13019,name_13019,39
department_13020,student_number_13020,name_13020,40
department_13021,student_number_13021,name_13021,41
department_13022,student_number_13022,name_13022,42
department_13023,student_number_13023,name_13023,43
department_13024,student_number_13024,name_13024,44
department_13025,student_number_13025,name_13025,45
department_13026,student_number_13026,name_13026,46
department_13027,student_number_13027,name_13027,47
department_13028,student_number_13028,name_13028,48
department_13029,student_number_13029,name_13029,49
department_13030,student_number_13030,name_13030,50
department_13031,student_number_13031,name_13031,51
department_13032,student_number_13032,name_13032,52
department_13033,student_number_13033,name_13033,53
department_13034,student_number_13034,name_13034,54
department_13035,student_number_13035,name_13035,55
department_13036,student_number_13036,name_13036,56
department_13037,student_number_13037,name_13037,57
department_13038,student_number_13038,name_13038,58
department_13039,student_number_13039,name_13039,59
department_13040,student_number_13040,name_13040,60
department_13041,student_number_13041,name_13041,61
department_13042,student_number_13042,name_13042,62
department_13043,student_number_13043,name_13043,63
department_13044,student_number_13044,name_13044,64
department_13045,student_number_13045,name_13045,65
department_13046,student_number_13046,name_13046,66
department_13047,student_number_13047,name_13047,67
department_13048,student_number_13048,name_13048,68
department_13049,student_number_13049,name_13049,69
department_13050,student_number_13050,name_13050,20
department_13051,student_number_13051,name_13051,21
department_13052,student_number_13052,name_13052,22
department_13053,student_number_13053,name_13053,23
department_13054,student_number_13054,name_13054,24
department_13055,student_number_13055,name_13055,25
department_13056,student_number_13056,name_13056,26
department_13057,student_number_13057,name_13057,27
department_13058,student_number_13058,name_13058,28
department_13059,student_number_13059,name_13059,29
department_13060,student_number_13060,name_13060,30
department_13061,student_number_13061,name_13061,31
department_13062,student_number_13062,name_13062,32
department_13063,student_number_13063,name_13063,33
department_13064,student_number_13064,name_13064,34
department_13065,student_number_13065,name_13065,35
department_13066,student_number_13066,name_13066,36
department_13067,student_number_13067,name_13067,37
department_13068,student_number_13068,name_13068,38
department_13069,student_number_13069,name_13069,39
department_13070,student_number_13070,name_13070,40
department_13071,student_number_13071,name_13071,41
department_13072,student_number_13072,name_13072,42
department_13073,student_number_13073,name_13073,43
department_13074,student_number_13074,name_13074,44
department_13075,student_number_13075,name_13075,45
department_13076,student_number_13076,name_13076,46
department_13077,student_number_13077,name_13077,47
department_13078,student_number_13078,name_13078,48
department_13079,student_number_13079,name_13079,49
department_13080,student_number_13080,name_13080,50
department_13081,student_number_13081,name_13081,51
department_13082,student_number_13082,name_13082,52
department_13083,student_number_13083,name_13083,53
department_13084,student_number_13084,name_13084,54
department_13085,student_number_13085,name_13085,55
department_13086,student_number_13086,name_13086,56
department_13087,student_number_13087,name_13087,57
department_13088,student_number_13088,name_13088,58
department_13089,student_number_13089,name_13089,59
department_13090,student_number_13090,name_13090,60
department_13091,student_number_13091,name_13091,61
department_13092,student_number_13092,name_13092,62
department_13093,student_number_13093,name_13093,63
department_13094,student_number_13094,name_13094,64
department_13095,student_number_13095,name_13095,65
department_13096,student_number_13096,name_13096,66
department_13097,student_number_13097,name_13097,67
department_13098,student_number_13098,name_13098,68
department_13099,student_number_13099,name_13099,69
department_13100,student_number_13100,name_13100,20
department_13101,student_number_13101,name_13101,21
department_13102,student_number_13102,name_13102,22
department_13103,student_number_13103,name_13103,23
department_13104,student_number_13104,name_13104,24
department_13105,student_number_13105,name_13105,25
department_13106,student_number_13106,name_13106,26
department_13107,student_number_13107,name_13107,27
department_13108,student_number_13108,name_13108,28
department_13109,student_number_13109,name_13109,29
department_13110,student_number_13110,name_13110,30
department_13111,student_number_13111,name_13111,31
department_13112,student_number_13112,name_13112,32
department_13113,student_number_13113,name_13113,33
department_13114,student_number_13114,name_13114,34
department_13115,student_number_13115,name_13115,35
department_13116,student_number_13116,name_13116,36
department_13117,student_number_13117,name_13117,37
department_13118,student_number_13118,name_13118,38
department_13119,student_number_13119,name_13119,39
department_13120,student_number_13120,name_13120,40
department_13121,student_number_13121,name_13121,41
department_13122,student_number_13122,name_13122,42
department_13123,student_number_13123,name_13123,43
department_13124,student_number_13124,name_13124,44
department_13125,student_number_13125,name_13125,45
department_13126,student_number_13126,name_13126,46
department_13127,student_number_13127,name_13127,47
department_13128,student_number_13128,name_13128,48
department_13129,student_number_13129,name_13129,49
department_13130,student_number_13130,name_13130,50
department_13131,student_number_13131,name_13131,51
department_13132,student_number_13132,name_13132,52
department_13133,student_number_13133,name_13133,53
department_13134,student_number_13134,name_13134,54
department_13135,student_number_13135,name_13135,55
department_13136,student_number_13136,name_13136,56
department_13137,student_number_13137,name_13137,57
department_13138,student_number_13138,name_13138,58
department_13139,student_number_13139,name_13139,59
department_13140,student_number_13140,name_13140,60
department_13141,student_number_13141,name_13141,61
department_13142,student_number_13142,name_13142,62
department_13143,student_number_13143,name_13143,63
department_13144,student_number_13144,name_13144,64
department_13145,student_number_13145,name_13145,65
department_13146,student_number_13146,name_13146,66
department_13147,student_number_13147,name_13147,67
department_13148,student_number_13148,name_13148,68
department_13149,student_number_13149,name_13149,69
department_13150,student_number_13150,name_13150,20
department_13151,student_number_13151,name_13151,21
department_13152,student_number_13152,name_13152,22
department_13153,student_number_13153,name_13153,23
department_13154,student_number_13154,name_13154,24
department_13155,student_number_13155,name_13155,25
department_13156,student_number_13156,name_13156,26
department_13157,student_number_13157,name_13157,27
department_13158,student_number_13158,name_13158,28
department_13159,student_number_13159,name_13159,29
department_13160,student_number_13160,name_13160,30
department_13161,student_number_13161,name_13161,31
department_13162,student_number_13162,name_13162,32
department_13163,student_number_13163,name_13163,33
department_13164,student_number_13164,name_13164,34
department_13165,student_number_13165,name_13165,35
department_13166,student_number_13166,name_13166,36
department_13167,student_number_13167,name_13167,37
department_13168,student_number_13168,name_13168,38
department_13169,student_number_13169,name_13169,39
department_13170,student_number_13170,name_13170,40
department_13171,student_number_13171,name_13171,41
department_13172,student_number_13172,name_13172,42
department_13173,student_number_13173,name_13173,43
department_13174,student_number_13174,name_13174,44
department_13175,student_number_13175,name_13175,45
department_13176,student_number_13176,name_13176,46
department_13177,student_number_13177,name_13177,47
department_13178,student_number_13178,name_13178,48
department_13179,student_number_13179,name_13179,49
department_13180,student_number_13180,name_13180,50
department_13181,student_number_13181,name_13181,51
department_13182,student_number_13182,name_13182,52
department_13183,student_number_13183,name_13183,53
department_13184,student_number_13184,name_13184,54
department_13185,student_number_13185,name_13185,55
department_13186,student_number_13186,name_13186,56
department_13187,student_number_13187,name_13187,57
department_13188,student_number_13188,name_13188,58
department_13189,student_number_13189,name_13189,59
department_13190,student_number_13190,name_13190,60
department_13191,student_number_13191,name_13191,61
department_13192,student_number_13192,name_13192,62
department_13193,student_number_13193,name_13193,63
department_13194,student_number_13194,name_13194,64
department_13195,student_number_13195,name_13195,65
department_13196,student_number_13196,name_13196,66
department_13197,student_number_13197,name_13197,67
department_13198,student_number_13198,name_13198,68
department_13199,student_number_13199,name_13199,69
department_13200,student_number_13200,name_13200,20
department_13201,student_number_13201,name_13201,21
department_13202,student_number_13202,name_13202,22
department_13203,student_number_13203,name_13203,23
department_13204,student_number_13204,name_13204,24
department_13205,student_number_13205,name_13205,25
department_13206,student_number_13206,name_13206,26
department_13207,student_number_13207,name_13207,27
department_13208,student_number_13208,name_13208,28
department_13209,student_number_13209,name_13209,29
department_13210,student_number_13210,name_13210,30
department_13211,student_number_13211,name_13211,31
department_13212,student_number_13212,name_13212,32
department_13213,student_number_13213,name_13213,33
department_13214,student_number_13214,name_13214,34
department_13215,student_number_13215,name_13215,35
department_13216,student_number_13216,name_13216,36
department_13217,student_number_13217,name_13217,37
department_13218,student_number_13218,name_13218,38
department_13219,student_number_13219,name_13219,39
department_13220,student_number_13220,name_13220,40
department_13221,student_number_13221,name_13221,41
department_13222,student_number_13222,name_13222,42
department_13223,student_number_13223,name_13223,43
department_13224,student_number_13224,name_13224,44
department_13225,student_number_13225,name_13225,45
department_13226,student_number_13226,name_13226,46
department_13227,student_number_13227,name_13227,47
department_13228,student_number_13228,name_13228,48
department_13229,student_number_13229,name_13229,49
department_13230,student_number_13230,name_13230,50
department_13231,student_number_13231,name_13231,51
department_13232,student_number_13232,name_13232,52
department_13233,student_number_13233,name_13233,53
department_13234,student_number_13234,name_13234,54
department_13235,student_number_13235,name_13235,55
department_13236,student_number_13236,name_13236,56
department_13237,student_number_13237,name_13237,57
department_13238,student_number_13238,name_13238,58
department_13239,student_number_13239,name_13239,59
department_13240,student_number_13240,name_13240,60
department_13241,student_number_13241,name_13241,61
department_13242,student_number_13242,name_13242,62
department_13243,student_number_13243,name_13243,63
department_13244,student_number_13244,name_13244,64
department_13245,student_number_13245,name_13245,65
department_13246,student_number_13246,name_13246,66
department_13247,student_number_13247,name_13247,67
department_13248,student_number_13248,name_13248,68
department_13249,student_number_13249,name_13249,69
department_13250,student_number_13250,name_13250,20
department_13251,student_number_13251,name_13251,21
department_13252,student_number_13252,name_13252,22
department_13253,student_number_13253,name_13253,23
department_13254,student_number_13254,name_13254,24
department_13255,student_number_13255,name_13255,25
department_13256,student_number_13256,name_13256,26
department_13257,student_number_13257,name_13257,27
department_13258,student_number_13258,name_13258,28
department_13259,student_number_13259,name_13259,29
department_13260,student_number_13260,name_13260,30
department_13261,student_number_13261,name_13261,31
department_13262,student_number_13262,name_13262,32
department_13263,student_number_13263,name_13263,33
department_13264,student_number_13264,name_13264,34
department_13265,student_number_13265,name_13265,35
department_13266,student_number_13266,name_13266,36
department_13267,student_number_13267,name_13267,37
department_13268,student_number_13268,name_13268,38
department_13269,student_number_13269,name_13269,39
department_13270,student_number_13270,name_13270,40
department_13271,student_number_13271,name_13271,41
department_13272,student_number_13272,name_13272,42
department_13273,student_number_13273,name_13273,43
department_13274,student_number_13274,name_13274,44
